HIDROREY INDUSTRIAL,,,,,,,,,,,,,,,,,,,
Fecha:,,15/12/2025,,,,Catálogo de Productos,,,,,,,,,,Página:,,1,
Hora:,,14:23:05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clase,,,Clave,Nombre,Atributo,,Unidad,Grupo,,Subgrupo,Ma. Lo.,D. Vi.,,Tipo de Producto,,,,,Clave SAT
,"Incluye: Bomba conde SDS 6
25ft de 2'' manguera , Motor de gasolina con arranq. elec, Tapa hombre de 12'', Filtro primario y secundario p/humedad,Silenciador y trampa de aceite, Mirillas en el tanque, Tanque de residuos de 300 galones",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,LWUNS500,SISTEMA DE SUCCION DE RESDUOS LIQ. CONDE,,,PIEZA,,POWERPACK,GP-PP,Lote/Serie/Pedim,,,SEWER,,,,,
,"Incluye: Bomba conde SDS 6
25ft de 2'' manguera , Motor de gasolina con arranq. elec, Tapa hombre de 12'', Filtro primario y secundario p/humedad,Silenciador y trampa de aceite, Mirillas en el tanque, Tanque de residuos de 500 galones",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M-17-D,M17 Disk Conventional Scrubber / Sweeper,,,PIEZA,,TENNANT,FREGADORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121600,
,"M17 Disk Conventional Scrubber / Sweeper
SQUEEGE LINATEX
Wet 750 C/6
CARGADOR 100A 200-240V AC 50/60Hz 3Ph - for 750AH and 930AH Battery
SAFETY LIGHT PACKAGE",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ASP IND,,,M-450-S,ASPIRADORA MASTER VAC M 450 S,,,PIEZA,,ASPIRADORA,MASTERVAC,,,,,,,,,
,"ASPIRADORA MASTER VAC M 450 S  
115 VOLTS
3.45 KW
FLUJO DE AIRE 540 M3/H
Incluye: Manguera, adaptador de manguera a 
máquina, adaptador de manguera a cepillo, 
manguera de 3 metros, cepillo, accesorio para 
hendiduras.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M-S10,"BARREDORA TENNANT S10, ACTIVO FIJO",,,PIEZA,,TENNANT,BARREDORAS,,,,BARREDORAS,,,,47121612,
,"S10-B
NYLON BRUSH
BATTERY WET 155AH C/20",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M-S30,S30-G,,,PIEZA,,TENNANT,BARREDORAS,Lote/Serie/Pedim,,,BARREDORAS,,,,47121612,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M-T17,MODEL T17 RIDER SCRUBBER,,,PIEZA,,TENNANT,FREGADORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"Battery Wet 750AH C/6
Charger 120A 480V AC 50/60Hz 
Recovery Tank Drain Telescopic",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,M1226,VALVULA REGULADORA DE PRESION GIANT,,,PIEZA,,ACCESORIOS,BYPASS,,,,BOQUILLAS ALTA,,,,,
,M1226,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,M150WD,ASPIRADORA MOD. M150WD,,,PIEZA,,GIANT PUMP,P420A,,,,ASPIRADORAS,,,,47121607,
,"ASPIRADORA INDUSTRIAL 60HZ
CAPACIDAD 50 LT
Volt 115
Kw 1,15",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M17-C,M17 Cylindrical Conventional Scrubber,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"BATERIAS Wet 750AH C/6 
100A 200-240V AC 50/60Hz 3Ph - for 750AH and 930AH Battery
UL Type E
Safety Light Package
Main Sweep Dual Force
Overhead Guard
Deluxe Seat (in lieu of standard)
Fire Extinguisher",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M17-D,M17 Disk Conventional Scrubber / Sweeper,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"M17-C, membrane panel, squeegee linatex, battery wet tubular 750AH C/6, 120A 380-415V AC 50/60Hz 3Ph for 750 battery, UL Type E, Safety light package, overhead guard,  fire extinguisher, polypropylene brush",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,M17D-MV-0012,M17 Disk Conventional Scrubber / Sweeper,,,PIEZA,,GIANT PUMP,P420A,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"M17 DISK,  Battery T930C6
Charger 120A380-415V5060H3P
Cleaning Tech - CNV
Cleaning Tool - Poly Brush
Fire Extinguisher
Front Tires(s)-Non-Marking
Main Swp Sys - Dual Force
IRIS Telemetry",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20,M20 LP (Incl. LP Tank) Scrubber-Sweeper,,,PIEZA,,TENNANT,BARREDORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121600,
,"Membrane panel, squeegee linatex, 
Side Brush
empty LP Tank, Audio B-up Alarm-flashing Light Tank, brush polypropylene, Operator Manual Spanish, parts manual, DVD Operator, Crate.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20 & S20 USADOS,EQUIPOS M20 Y S20 USADOS RENTA MENSUAL,,,MES,,TENNANT,,,,,RENTA DE,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20 DSL,M20 Diesel Cylindrical Scrubber-Sweeper,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121610,
,"M20-DIESEL
Scrubber-Sweeper 
Scrubbing,Membrane Panel, Squeegee Material  Linatex, Empty Polypropylene Brush, Operator Manual G/LP (Spanish), AV BU Alarm - Flash on OHG,Fire Extinguisher",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20 USADA,M20 USADA,,,PIEZA,,TENNANT,BARREDORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20& S20 NUEVAS,"EQUIPOS  M20 Y S20 NUEVOS, RENTA X MES",,,MES,,TENNANT,,,,,RENTA DE,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20-D,M20 Diesel Cylindrical Scrubber-Sweeper,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121610,
,"M20-DIESEL
Scrubber-Sweeper 
Scrubbing,Membrane Panel, Squeegee Material  Linatex, Empty Polypropylene Brush, Operator
 Manual G/LP (Spanish), AV BU Alarm - Flash on OHG,Fire Extinguisher",,,,,,,,,,,,,,,,,,
,"CUBRE HOMBRE
CEPILLO LATERAL",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20-LP,M20 LPG Cylindrical (Includes LP Tank) S,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"M20-LP, membrane panel, squeegee 
Over Head Guard, linatex, empty LP Tank,, fire extinguisher,  Audio B-up Alarm-flashing Light OHG, brush polypropylene",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20-LP USADO,M20 LP (Incl. LP Tank) Scrubber-Sweeper,,,PIEZA,,TENNANT,BARREDORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"Membrane panel, squeegee linatex, empty LP Tank, side brush asemply rh scrubbing, Audio B-up Alarm-flashing Light OHG,",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M20LP-U,M20 LP RESTREGADORA TENNANT RECON,,,PIEZA,,TENNANT,FREGADORAS,,,,RESTREGADORA,,,,47121600,
,"MARCA TENNANT MOD M20 EQUIPO RECON, CEPILLO, ESCURRDIORES, TORRETA DE SEGURIDAD, GAS LP",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M30,M30 Gas Scrubber-Sweeper Conventional S,,,PIEZA,,TENNANT,BARREDORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121600,
,"M30 LPG Cylindrical Scrubber-Sweeper Conventional 
Lp Tank, 
AvBU Alarm, Flash on Tank         
Overhead Guard",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M30-D,M30 DIESEL Cylindrical Scrubber-Sweeper,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,,
,"AV BU Alarm - Strobe on Tank, Fire Extinguisher
Cylindrical Scrubbing Brushes (2 Required), Polypropylene Brush",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M30-LP,M30 LPG Cylindrical Scrubber-Sweeper Con,,,PIEZA,,TENNANT,,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121610,
,"M30-LP, Membrane panel,  Heavy Duty protection squeegee, Overhead Guard, Side Brush, Linatex, empty LP Tank, UL type LP, Productivity Package, fire extinguisher, hevy duty protection package, Audio B-up Alarm-flashing Light OHG, brush polypropylene,",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LUBRIC,,,M31,MEMBRANA P/BOMBA DE GRASA 19KGS,,,PIEZA,,LUB,LUBACCS,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,M5.5ETAR,MOTOBOMBA 5.5HP TRIFASICA A.R.,,,PIEZA,,ANNOVI,RRA,,,,HIDROLAVADOR,,,,,
,,,,,,,,,,,,,,,,,,,
SHOPVAC,,,M50-SE,ASPIRADORA DUPUY INDUSTRIAL M50-SE,,,PIEZA,,IND,IND,,,,ASPIRADORAS,,,,,
,SE ANEXO FICHA TECNICA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,M5680 - 800,Restregadora 5680 Reacondicionada,,,PIEZA,,TENNANT,FREGADORAS,Lote/Serie/Pedim,,,RESTREGADORA,,,,47121610,
,"EQUIPO DE 800 CM   
Reacondicionada",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MAGNA,MAGNA,,,LITRO,,,,,,,CONSUMIBLES,,,,,
,MAGNA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MAK1,CORTADORA DISCO MAKITA,,,PIEZA,,,,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANEJO MAT,MANEJO DE MATERIALES,,,E48,,IMPORT,FORWARDING,,,Ser.,,,,,78121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANG1,"MANGUERA IND. 3/4"" ADMISION AGUA",,,METRO,,ACCESORIOS,MANGUERAS,,,,CARWASH,,,,40142008,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANG2,"MANGUERA IND. 1/2"" ADMISION AGUA",,,METRO,,ACCESORIOS,MANGUERAS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANGFLO,JGO DE MANG Y VALVULA P/FLOJET #1502130,,,JUEGO,,ACCESORIOS,MANGUERAS,,,,CARWASH,,,,,
,juego de manguera y  VALVULA  para espumador,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANGUERETORNO,MANGUERA DE RETORNO 4FT X 3/8 5000PSI,,,PIEZA,,ACCESORIOS,MANGUERAS,,,,CARWASH,,,,,
,manguera de retorno,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANIFOLDGP7145,MANIFOLD GP7145,,,PIEZA,,GIANT PUMP,GP7145,,,,REPUESTOS,,,,,
,07791 valve casing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANIOBRAS,MANIOBRAS Y MONTAJES,,,-,,IMPORT,FLETES,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANIOBRAS COMP NA,MANIOBRAS COMPRAS NACIONALES,,,-,,COMPRAS NA,MANIOBRAS,,,Ser.,,,,,78101802,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANIOBRAS Y,MANIOBRAS Y MONTAJES,,,E48,,SERVICIOS,,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANO DE OBRA,SERVICIOS TECNICOS,,,E48,,,,,,Ser.,MANTENIMIENT,,,,72151802,
,MANO DE OBRA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,MANO DE OBRA 2,INS DE REFACCIONES Y SERVICO GENERAL,,,E48,,TENNANT,,,,Ser.,MANTENIMIENT,,,,72151802,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANOMGAS1,MANOMETRO PARA ALTA/PRESION GAS 0-60 PSI,,,PIEZA,,CALDERA,REPUESTOSC,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANOMGAS2,"MANOMETRO PARA BAJA/PRESION GAS 0-15"" WC",,,PIEZA,,CALDERA,REPUESTOSC,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANT,MANTENIMIENTO Y REPARACION,,,-,,,,,,Ser.,HIDROLAVADOR,,,,72151802,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANTENIMIENTO,MANTENIMIENTO Y REPARACION,,,-,,,,,,Kit,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANTENIMIENTO AC,MANTENIMIENTO PREVENTIVO A/C  MENOR,,,E48,,,,,,Kit,,,,,72151802,
,"HIDROLAVADORA A/C
INCLUYE: CAMBIO DE ACEITE QS RACING MULT SAE20W50, CAMBIO DE 
O'RING DE VALVULA, BY-PASS, MANIFOLD Y REVISION SISTEMA

INCLUYE MANO DE OBRA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,MANTENIMIENTO T7,MANTENIMIENTO TENNANT T7,,,PIEZA,,TENNANT,MTTO TENNA,,,Kit,MANTENIMIENT,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANTENIMIENTO1,MANTENIMIENTO Y REPARACION,,,E48,,,,,,Ser.,VARIOS,,,,72151802,
,"INCLUYE: CAMBIO DE ACEITE, CAMBIO DE O'RING DE VALVULA, CAMBIO DE O´RING BY PASS Y REVISION LIMPIEZA DEL EQUIPO",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,MANTT MENOR GIAN,MANTENIMIENTO PREVENTIVO MENOR GIANT,,,-,,,,,,Kit,,,,,,
,"INCLUYE: CAMBIO DE ACEITE MULTIGRADO
O'RINGS DE BOMBA
CAMBIO DE ORINGS DE BY PASS VALVULA REGULADORA DE PRESION
REVISION DE ALIMENTACION DE AGUA Y FUGAS DE AGUA EN SISTEMA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MANTTOMPHK4130,KIT DE REPARACION BOMBA MPHK4130 GIANT,,,PIEZA,,GIANT PUMP,MP4120,,,Kit,REPUESTOS,,,,,
,INCLUYE REFACCIONES Y MANO DE OBRA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,MATTO-CONS,MTTO. TENNANT CON CONSUMIBLES MEN.,,,PIEZA,,TENNANT,MTTO TENNA,,,,MANTENIMIENT,,,,,
,"CEPILLOS
ESCURRIDORES
RUEDAS CASTER
FILTRO DE POLVO
LLENADO DE PILAS
ESCURRIDORES LATERALES",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MAX-TER-70-38,EQUIPO ASPERSOR,,,PIEZA,,COMET PUMP,,,,,ASPERSORES,,,,,
,PARA TUNEL SANITARIO AGROPECUARIO PARA FUMIGAR PRODUCTOS DEL CAMPO Y PECUARIO DE 5HP TRIFASICO CON BOMBA ITALIANA Y ACCS.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
OBS,,,MB-3038S,BLOQUE MONTAJE 3/8X3/8 P/AGUA CALIENTE,,,PIEZA,,,,,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB-3838,"MB-3838S BLOQUE MONTAJE 3/8""",,,PIEZA,,ACCESORIOS,CONEXIONES,,,,ACCS.,,,,40141734,
,ANTES MB-3838S Y 22.0292,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB-5050,BLOQUE MONTAJE 1/2``,,,PIEZA,,ACCESORIOS,CONEXIONES,,,,ACCS.,,,,40141734,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET3055,HIDROLAV IND. 10HP 3F 220V 5.5GPM 3000 P,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"Hidrolavadora Premium Trifasica 220v  BOMBA GP, 3000PSI 5.5GPM MONTADA BASE DE ACERO
INC. ACCS. DE LAVADO.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET3055P,HIDROLAV IND. 10HP POLEAS Y BANDAS FIJA,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"Hidrolavadora Premium Trifasica 220V  BOMBA GP , 3000PSI 4.8GPM
POLEAS Y BANDAS, MONTADA
EN BASE FIJA, BOMBA GENERAL PUMP ITALIANA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET3055P-440V,HIDROLAV IND. 10HP POLEAS Y BANDAS 3055P,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"H10ET3055P
Hidrolavadora Premium Trifasica 440 V  BOMBA GP , 3500PSI 5.5GPM
POLEAS Y BANDAS, MONTADA
BASE DE ACERO  FIJA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET3600,CARWASH HIDROLAVADORA 10HP 3F 4GPM,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"CARWASH BASE FIJA, MOTOR 10HP 3F 220V WEG
BOMBA ITALIANA HASTA 3600PSI EVOLUTION3, INC. ACCS.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET3600-440V,CARWASH HIDROLAVADORA 10HP 3F 5.5GPM,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"CARWASH BASE FIJA, MOTOR 10HP 3F 440V WEG
BOMBA ITALIANA 3000PSI EVOLUTION3, INC. ACCS.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB10ET4000GI,MOTOBOMBA 10 HP ELECTRICA 4000PSI,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA P340R, VALV REGULADORA PRESION BYPASS, FILTRO, NO INCLUYE: CARRO NI ACCESORIOS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB15ET4000,HIDROLIMPIADORA 15HP 3F 4000 PSI 4GPM,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"MOTOR 15HP TRIFASICO 220V WEG
BOMBA PISTONES CERAMICOS 4000 PSI 4 GPM ITALY, SKID BASE FIJA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB20ET5000P,SKID/HIDROLAV. 5000PSI ELECTRICA 3F 20HP,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"SKID HIDRO TRIFASICA 220V
5000PSI 5.5GPM BOMBA GP-TSP  SISTEMA POLEAS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB25ET5000P,SKID/HIDROLAV. 5000PSI ELECTRICA 3F 25HP,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"SKID HIDRO TRIFASICA 220V
5000PSI 4GPM BOMBA ITALIANA, SISTEMA POLEAS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB2EM,MODULO BASICO 2HP  120V 1F 1500PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX, VALV REGULADORA PRESION BYPASS, FILTRO ,  HAND CARRY. 
NO INCLUYE KIT LAVADO (PISTOLA, MANG. 10M, BOQUILLA), CABLEADO, ARRANCADOR",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB2EM1500,HIDROLAVADORA AGUA FRIA 2HP ELECTRICA,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,47121805,
,"HIDROCARWASH 
1500 PSI 2.1GPM 120 V 1F  1750RPM BOMBA GP EVOLUTION ITALY NIQUELADA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB2EM1500A,HIDROLAVADORA AGUA FRIA 2HP ELECTRICA,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,47121805,
,"HIDROCARWASH 
1500 PSI 1.85GPM 120 V 1F  3400RPM BOMBA GP EVOLUTION ITALY",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB2EMTT,MODULO BASICO 2HP 120V/220V,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"MOTOR 2HP 3400 RPM
BOMBA TRIPLEX ITALIANA
ACCESORIOS E INTERCONEXIONES
NO INCLUYE: CHASIS, CABLEADO, KIT LAVADO",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,MB3010KCHDY,MOTOBOMBA 3000PSI 10GPM,,,PIEZA,,POWERPACK,GP-PP,Lote/Serie/Pedim,,,JETTERS,,,,,
,"MOTOBOMBA 3000 PSI Y 10GPM
HDC1030K-IMEXA",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB3EB,MODULO BASICO 3HP 220V 2F 2000PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX GP, VALV REGULADORA PRESION BYPASS, FILTRO VASO,CONECTOR RAPIDO, BASE METALICA. 
NO INCLUYE KIT LAVADO (PISTOLA, MANG. 10M, BOQUILLA), CABLEADO, ARRANCADOR",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB3EB1700A,HID. MODULO CARWASH ELECT. 3 HP BIFASIC,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"1700/2000 psi 1.85 gpm, 220 v. 1F BIFASICA BOMBA GP ITALY",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB3EB2000,HIDROLAV 3HP BIFASICO 220V GP-EP,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"CARWASH HIDROLAVADORA ELECTRICA EN BASE FIJA
3HP 220V BIFASICA 1750RPM
BOMBA GENERAL PUMP EVOLUTION2 ITALY, MOTOR WEG 3HP BRIDA 184TC INDUSTRIAL,
INC. ACCESORIOS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB3ET2000,HIDROLAV 3HP TRIFASICO 220V GP-EP,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"CARWASH HIDROLAVADORA ELECTRICA EN BASE FIJA
3HP 220V 3F 1750RPM
BOMBA GENERAL PUMP EVOLUTION2 ITALY, MOTOR WEG 3HP BRIDA 184TC INDUSTRIAL,
INC. ACCESORIOS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5EB,MOTOBOMBA 5HP 1F 220V 2000PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX GP-EP, VALV REGULADORA PRESION BYPASS, FILTRO,CONEXIONES,
INCLUYE KIT LAVADO (PISTOLA, MANG. 10M, BOQUILLA)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5EB2500,MODULO-HIDROLAVADORA 5HP 1F 220V 2500PSI,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"MODULO CARWASH HIDROLAVADORA FIJA, MOTOR WEG 5HP 1F 220V, BOMBA ITALIANA GP EVOLUTION, INC. ACCS.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5ET,MOTOBOMBA 5HP 3F 220V 2000PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX GP-EP, VALV REGULADORA PRESION BYPASS, FILTRO,CONEXIONES,
NO INCLUYE KIT DE LAVADO",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5ET-GI,MOTOBOMBA 5HP 3F 220V 2000PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX GIANT, VALV REGULADORA PRESION BYPASS, FILTRO,CONEXIONES,
NO INCLUYE KIT DE LAVADO",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5ET-HPS,MOTOBOMBA 5HP 3F 220V 2000PSI,,,PAQ,,HIDROLAVAD,H.A.F.ELEC,,,Kit,HIDROLAVADOR,,,,,
,"INCLUYE:
MOTOR, BOMBA TRIPLEX HPS, VALV REGULADORA PRESION BYPASS, FILTRO,CONEXIONES,
NO INCLUYE KIT DE LAVADO",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5ET1500-HT,MODULO HIDROLAVADO 5HP HI TEMP,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
,"Modulo 5hp Trifasico 220v  BOMBA GP 1500PSI ADMITE AGUA ALTA TEMPERATURA 85°CELCIUS MAXIMO, 4.7gpm BASE DE ACERO c/RUEDAS
INC. ACCS. DE LAVADO.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,MB5ET2500,MODULO-HIDROLAVADORA 5HP 3F 220V 2500PSI,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,HIDROLAVADOR,,,,,
