HIDROREY INDUSTRIAL,,,,,,,,,,,,,,,,,,,
Fecha:,,15/12/2025,,,,Catálogo de Productos,,,,,,,,,,Página:,,1,
Hora:,,14:23:05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clase,,,Clave,Nombre,Atributo,,Unidad,Grupo,,Subgrupo,Ma. Lo.,D. Vi.,,Tipo de Producto,,,,,Clave SAT
,TRIFASICO 230/460 VOLTS ARM BRIDA 215TC 13258791,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01016,O-RING BEARING COVER,,,PIEZA,GIANT PUMP,,P425-5100,,,,REPUESTOS,,,,40151721,
,O-RING BEARING COVER  DE BOMBA P425-5100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,01018ES1E215TCN,MOTOR WEG 10HP MONOFASICO 1750 RPM BRIDA,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,26101100,
,MONOFASICO 208/230 VOLTS ARM BRIDA 215TC,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,01018ET3EM215TCW,MOTOR WEG 10HP TRIFASICO 1750 RPM BRIDAC,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,26101100,
,"TRIFASICO 230/460 VOLTS ARM BRIDA 215TC
12860548",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,01018ET3EM215TW,MOTOR WEG 10HP TRIFASICO 1765 RPM STD,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,26101100,
,"230/460 VOLTS BRIDA STANDARD
12860551",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01086,BALERO BOMBA GIANT P321 P316 P317 P319,,,PIEZA,GIANT PUMP,,P340,,,,REPUESTOS,,,,40151561,
,BEARING GIANT P321 316 317 319,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,011076,"SPRING, EXTN, 0.50OD 0.04WIR 02.5L",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,"SPRING, EXTN, 0.50OD 0.04WIR 02.5L",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01119,BANDA AVANZE FW,,,PIEZA,TENNANT,,BARREDORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0113730030,TUBO LANZA CORTA 30 CMS C183,,,PIEZA,,,,,,,ACCS.,,,,23153100,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01154,"CRANKCASE GEAR LUBE OIL,1 GAL",,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01155,BRIDA 01155 MOTOR  ELEC 56C,,,PIEZA,ACCESORIOS,,ARMAZON,Lote/Serie/Pedim,,,BOQUILLAS ALTA,,,,26101700,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01161,RIELES GIANT P300,,,PIEZA,GIANT PUMP,,P316,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01165,GIANT BELL HOUSING ELECTRIC 56C,,,PIEZA,ACCESORIOS,,ARMAZON,,,,ACCS.,,,,31121206,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01166,RADIAL SHAFT SEAL,,,PIEZA,GIANT PUMP,,P221,,,,REPUESTOS,,,,,
,RADIAL SHAFT SEAL     P220,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01176-2,01176-2 ARANDELA,,,PIEZA,GIANT PUMP,,P316,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01196,01196 TORNILLO COVERTURA LARGA,,,PIEZA,GIANT PUMP,,P316,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,01427132B,SWITCH BLACK ON/OFF CM-1400 MITM,,,PIEZA,ACCESORIOS,,ARMAZON,,,,PARTES,,,,,
,"SWITCH BLACK ON/OFF HIDROLAVADORA CM-1400 MI T M
32-1089 C866858",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01516,"RING, RETAINING, EXT, 0.59D, BASIC",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,01518ET3EM254TCW,MOTOR 15HP 3F MCA WEG 1750RPM BRIDA C.,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,,
,"TRIFASICO 220V/440C BRIDAC
12860553",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,01518ET3EM254TW,MOTOR 15HP 3F MCA WEG 1750RPM BRIDA STD.,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,,
,"TRIFASICO 220V/440C STANDARD
12860555",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01543,"RING, RETAINING, EXT, 0.39D, BASIC",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01683,"WASHER, FLAT, 10, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01684,WASHER FLAT 0.27B 0.69 .05 SS,,,PIEZA,TENNANT,,BARREDORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01685,HUASA,,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,RESTREGADORA 8300 ARANDELA PLANA SS 8.6X1.3 N,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01686,"Washer, Flt, .38 Ss",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,ARANDELA PLANA SS 10.6X19X1.9 N,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01689,"NUT, HEX, STD, #10-32, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01714,"NUT, HEX, STD, .25-28",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01754,"NUT, HEX, STD, M3 X 0",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,01757,"WASHER, LOCK, INT, M3, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0183896,MANGUERA 1 1/2 X 3 MTS. ROSCA,,,PIEZA,,,,,,,HIDROLAVADOR,,,,,
,MANGUERA 1 1/2 X 3 MTS. ROSCA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,020-00002-04,055-00031-01 KB FLOAT TANK BH,,,PIEZA,CALDERA,,REPUESTOSC,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,020-0001-04,KIT DE VAPOR,,,PIEZA,CALDERA,,REPUESTOSC,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,020-00010.04,KIT DE VAPOR,,,PIEZA,CALDERA,,REPUESTOSC,,,Kit,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,020018ET3EM256PW,MOTOR 20HP 3F MCA WEG 1750RPM BRIDA STD.,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,,
,TRIFASICO 220V/440C STANDARD WEG,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,02014120,BOMBA DE DIAFRAGMA G5775205A FLOJET,,,PIEZA,ESPUMADORE,,FLOJET,,,,CARWASH,,,,,
,capacidad de 16/min,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,02018ET3EM256TW,MOTOR 20HP 4p 3F ARM256T  STD,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,,
,12860558,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0202015610,LANZAS 90 CM ZINCADA PROTECCION FUNDID,,,PIEZA,ACCESORIOS,,LANZAS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0204008500,BOQUILLA VARIOJET ORIFICIO 03,,,PIEZA,ACCESORIOS,,BOQUILLAS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0204008530,BOQUILLA VARIOJET ORIFICIO 04 PUNTO AZUL,,,PIEZA,ACCESORIOS,,BOQUILLAS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0205005000,"BIELA BRONCE ZWS,LWS,LWD",,,PIEZA,COMET PUMP,,ZWD 4040-G,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02076,"BOOT, 90DEG .50ID .57ID X .84ID 1.0L,BLK",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0211001080,"FILTROS VASO MV 1/2 CON RETORNO 1/4""",,,PIEZA,ACCESORIOS,,FILTROS,,,,ACCS.,,,,40161500,
,"INLET 1/2"" FNPT, OUTLET 1/2"" MNPT; BYPASS 1/4"" FNPT
EQ. YF5BMF ITALY",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,0212006250,SWIVEL INOX CODO GIRATORIO 1/4 BRAZO MEC,,,JUEGO,ACCESORIOS,,BRAZOS,,,,CARWASH,,,,31181701,
,B1219,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0215002000,BY PASS MV 550 250 BAR 5 VIAS,,,PIEZA,ACCESORIOS,,BYPASS,,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,0215002040,BY PASS MV 550 CON PRESOSTATO 250 BAR,,,PIEZA,ACCESORIOS,,BYPASS,,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02356,"PULLEY, IDLER W/ BEARING, PLSTC",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02424,"RELAY, 24VDC, 100A, NO [WHITE]",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,CONTACTOR 24V,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,02518ET3EM284TW,MOTOR 25HP WEG 3F 220V 1750 RPM STD,,,PIEZA,MOTORES,,ELECTRICO,,,,MOTORES,,,,,
,"25HP WEG STD
12860562",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02549,"HOSE, HYD, LOW04, JF04E90/JF04STR, 060.0",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02712,"SENSOR ASSY, THERMAL",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02713,"SENSOR ASSY, THERMAL,",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02738,CARBURETOR KIT,,,PIEZA,TENNANT,,BARREDORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02850,"NUT, HEX, LOCK, M4 X 0.70, NL",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02913,"NUT, HEX, LOCK, .50-13, NL, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02931,"NUT, HEX, LOCK, .50-13, NL, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02938,"WASHER, LOCK, INT, 08, SS",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,02942,"PIN, HAIR, COTTER, 0.62D .120 WIR",,,PIEZA,,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
TALLER,,,03-SU-0PC600,PISTOLA DE CALOR SURTEK,,,PIEZA,HERRAMIENT,,,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
TALLER,,,03-SU-137002,GATO DE PATIN 3 TONELADAS SURTEK,,,PIEZA,HERRAMIENT,,,,,,HERRAMIENTAS,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,03026,"INDICATOR, SERVICE, FLTR, AIR [20H20 DN]",,,PIEZA,TENNANT,,BARREDORAS,,,,CONSUMIBLES,,,,,
,"INDICATOR, SERVICE, FLTR, AIR [20H20 DN]",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,03331,"SCRAPER, GP5145-5100/GP5136",,,PIEZA,GIANT PUMP,,P200,,,,REPUESTOS,,,,40151725,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,03495,"STRIP, NON SLIP, 0.50W 06.0L",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,036417,"PLATE, RETAINER, BLADE, 36.0INCH /900MM",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,03670,"BELT, V, 54.0L [3VL]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,03922,"IMPELLER, 9.5D, 18 BL",,,PIEZA,TENNANT,,,,,,CONSUMIBLES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,03922T,"IMPELLER, 9.5D, 18 BL",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04186,"SHEAVE, FLAT, 3.0D 0.75W 0.67BRG",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,04393-1.3,04393-1.3 COPLE ALUM 1 3/8 X 24MM,,,PIEZA,ACCESORIOS,,ARMAZON,,,,ACCS.,,,,31163013,
,Flecha motor electrico 7.5hp y 10hp,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04403,"SCREW, PAN, PHL, M4 X 0.70 X 25, NL, SS",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04414,WASHER FLAT,,,PIEZA,TENNANT,,BARREDORAS,,,,REFACCIONES,,,,,
,ARANDELA PLANA DE ACERO 13.5X48X3.0 C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04658,"INNERTUBE, 4.10 X 350",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04706,"KNOB, TEE, 0.38-16, 2.5 X 1.0 1.1L,PLSTC",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04733-10,"Pin, Clevis 0.25d x 2.44l",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,,
,"Pin, Clevis 0.25d x 2.44l

para T-20",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,04755,"FILTROS Y-STRAINER, BRONZE, 3/4"" NPT",,,PIEZA,ACCESORIOS,,FILTROS,,,,FILTROS ACCS,,,,40161502,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,04761,"BUSHING, FLNG, 0.50B 0.59D 0.38L",,,PIEZA,GIANT PUMP,,P420A,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04843,"BUSHING, FLNG, 0.63B 0.72D 0.25L",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,04846,"WASHER, THRUST, 0.79B 1.42D 0.06[GARLOK]",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05157,CERAMIC PLUNGER PIPE,,,PIEZA,GIANT PUMP,,GP61453100,,,,REPUESTOS,,,,,
,PISTON CERAMICO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05166-0001,O´RING VITON,,,PIEZA,GIANT PUMP,,GP61453100,,,,REPUESTOS,,,,,
,O´RING VITON,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05192,SEAL SLEEVE GP6132,,,PIEZA,GIANT PUMP,,LP301A,,,,REPUESTOS,,,,40151721,
,SPECK  07.3379,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05283,"PIN, CLEVIS, 06MMD X 040MML",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05290,"BEARING COVER, OPEN, P400 STANDARD",,,PIEZA,GIANT PUMP,,P420-5100,,,,REPUESTOS,,,,,
,"BEARING COVER,",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05291,"BEARING COVER, CLOSED, P400 STANTARD",,,PIEZA,GIANT PUMP,,P455,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05292,"SHIM, P400",,,PIEZA,GIANT PUMP,,P420-5100,,,,REPUESTOS,,,,,
,"SHIM, P400",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05293,"SHIM, P400",,,PIEZA,GIANT PUMP,,P425-5100,,,,REPUESTOS,,,,,
,"SHIM, P400",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05350,"TAPERED ROLLER BEARING, P400",,,PIEZA,GIANT PUMP,,P455,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05443-0100,"SEAL CASE, 25MM, 316SS,P400",,,PIEZA,GIANT PUMP,,P420-5100,,,,REPUESTOS,,,,,
,"SEAL CASE, 25MM, 316SS,P400",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05444,OIL SEAL,,,PIEZA,GIANT PUMP,,P420-5100,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05454,VALVE ASSEMBLY P201-0011,,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,,
,VALVE ASSEMBLY P201-0011     KIT P201-0011   (SPECK KOLBEN; NP11/1220MV),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05484,K#06622 JUEGO D EPISTON P455,,,JUEGO,GIANT PUMP,,P455,,,,REPUESTOS,,,,,
,#06622 18mm plunger kit assy,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,055-00031-01,055-00031-01 KB FLOAT TANK BH,,,PIEZA,CALDERA,,REPUESTOSC,Lote/Serie/Pedim,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05543,"VALVE ASSEMBLY, P435/P455B (AS OF 4/08)",,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,05575,"PLUNGER ASSEMBLY, P450-5100",,,PIEZA,GIANT PUMP,,P455,,,,REPUESTOS,,,,,
,"PLUNGER ASSEMBLY, P450-5100",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05579,"TUBE, WAND, VACUUM, 1.3D 19.4L",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05685,"ROD-END, M10 X 1.5LH FEM M10 X 1.5STUD",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05686,terminales de varilla,,,PIEZA,TENNANT,,PULIDORAS,,,,REFACCIONES,,,,47121600,
,EXTREMO DE BIELA DERECHO M10,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05880,"NUT, HEX, FLNG, M6 X 1.00",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,05881,"CLAMP, MUFFLER, 2.00D",,,PIEZA,TENNANT,,FREGADORAS,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06083,V-SLEEVE,,,PIEZA,GIANT PUMP,,LP301A,,,,REPUESTOS,,,,,
,V-SLEEVE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06087,"SPACER PIPE, LP122A\LP123\LP255",,,PIEZA,GIANT PUMP,,LP301A,,,,REPUESTOS,,,,40151721,
,"SPACER PIPE, LP122A\LP123\LP255",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06104,MANIFOLD HEAD MP4120W,,,PIEZA,GIANT PUMP,,MP4120,,,,REPUESTOS,,,,,
,MANIFOLD HEAD MP4120W  /MP4124W),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06108,"PLUG, S.S MP4120W",,,PIEZA,GIANT PUMP,,MP4120,,,,REPUESTOS,,,,,
,"PLUG, S.S MP4120W , MP4124W",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06118,OIL SEAL,,,PIEZA,GIANT PUMP,,GP61453100,,,,REPUESTOS,,,,,
,RETEN DE ACEITE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06120,"OIL SEAL, RETAINER, COMPLETE",,,PIEZA,GIANT PUMP,,LP301A,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06137,"V-SLEEVE, HIGHT TEMP.,MP4130HTC",,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,47121600,
,"V-SLEEVE, HIGHT TEMP.,MP4130HTC",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06146,"GROOVED RING, GP5145-5100/GP5136",,,PIEZA,GIANT PUMP,,P200,,,,REPUESTOS,,,,40151725,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06179,PLUNGER BASE P420,,,PIEZA,GIANT PUMP,,P455,,,,REPUESTOS,,,,40151721,
,"PLUNGER, 25MM, P400, SEAWATER",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06207,06207 STRAIGHT KEY,,,PIEZA,GIANT PUMP,,P316,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,0622692D,GEAR 43 D,,,PIEZA,DAZOLVE,,,,,,SEWER,,,,,
,GEAR 43 D   ENGRANES VACTOR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,0622693D,GEAR 40 T,,,PIEZA,DAZOLVE,,,,,,SEWER,,,,,
,GEAR 40 T   ENGRANES VACTOR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,0622694D,GEAR 43 D,,,PIEZA,DAZOLVE,,,,,,SEWER,,,,,
,GEAR 43 D   ENGRANES VACTOR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,0623N,"2537802 INTERRUPTOR DE SOBREPONER, 3P 32",,,PIEZA,MOTORES,,ELECTRICO,,,,PARTES,,,,,
,"2537802  INTERRUPTOR DE SOBREPONER, 3P 32A 0623N",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06253,"PRESSURE RING, P59",,,PIEZA,GIANT PUMP,,,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06266,SUPPORT RING,,,PIEZA,GIANT PUMP,,LP301A,,,,REPUESTOS,,,,,
,SUPPORT RING,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06273,06273 TAPON DE VACIADO DEL ACEITE,,,PIEZA,GIANT PUMP,,P316,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,06279,"PIN, CLEVIS, 0.50D X 2.50L",,,PIEZA,TENNANT,,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06287,PISTON 16MM GX,,,PIEZA,GIANT PUMP,,GX2525,Lote/Serie/Pedim,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06288,PLUNGER SPRING,,,PIEZA,GIANT PUMP,,GX2525,Lote/Serie/Pedim,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06289,SPRING DISK,,,PIEZA,GIANT PUMP,,GX2525,Lote/Serie/Pedim,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06294,O RING GX,,,PIEZA,GIANT PUMP,,GX2525,,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06295,VALVULA DESCARGA GIANT CONO PLASTICO,,,PIEZA,GIANT PUMP,,GX2525,Lote/Serie/Pedim,,,REPUESTOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06300,REAR BEARING BALERO TRASERO GX,,,JUEGO,GIANT PUMP,,GX2525,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06301,FRONT BEARING GX25 BALERO,,,JUEGO,GIANT PUMP,,GX2525,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06326,"WOBBLE PLATE 7.1 3/4"" PLATO INCLINADO GX",,,PIEZA,GIANT PUMP,,GX2525,,,,REPUESTOS,,,,40151721,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,06349,MANIFOLD P300 18MM,,,PIEZA,GIANT PUMP,,P300,,,,REPUESTOS,,,,40151721,
